,Country,Date,Cases,Year,Pop_den,GNI_per_cap,GDP_per_cap,Month
824,United Kingdom,2015-09-15,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
825,United Kingdom,2015-09-16,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
826,United Kingdom,2015-09-17,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
827,United Kingdom,2015-09-18,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
828,United Kingdom,2015-09-21,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
829,United Kingdom,2015-09-22,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
830,United Kingdom,2015-09-23,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
831,United Kingdom,2015-09-24,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
832,United Kingdom,2015-09-25,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
833,United Kingdom,2015-09-28,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
834,United Kingdom,2015-09-29,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
835,United Kingdom,2015-09-30,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
836,United Kingdom,2015-10-01,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
837,United Kingdom,2015-10-02,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
838,United Kingdom,2015-10-05,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
839,United Kingdom,2015-10-06,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
840,United Kingdom,2015-10-07,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
841,United Kingdom,2015-10-08,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
842,United Kingdom,2015-10-09,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
843,United Kingdom,2015-10-13,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
844,United Kingdom,2015-10-15,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
845,United Kingdom,2015-10-16,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
846,United Kingdom,2015-10-20,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
847,United Kingdom,2015-10-22,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
848,United Kingdom,2015-10-23,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
849,United Kingdom,2015-10-26,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
850,United Kingdom,2015-10-27,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
851,United Kingdom,2015-10-29,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
852,United Kingdom,2015-10-30,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
853,United Kingdom,2015-11-03,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
854,United Kingdom,2015-11-05,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
855,United Kingdom,2015-11-06,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
856,United Kingdom,2015-11-10,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
857,United Kingdom,2015-11-11,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
858,United Kingdom,2015-11-12,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
859,United Kingdom,2015-11-16,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
860,United Kingdom,2015-11-17,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
861,United Kingdom,2015-11-20,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
862,United Kingdom,2015-11-24,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
863,United Kingdom,2015-11-26,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
864,United Kingdom,2015-12-01,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
865,United Kingdom,2015-12-02,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
866,United Kingdom,2015-12-03,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
867,United Kingdom,2015-12-09,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
868,United Kingdom,2015-12-10,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
869,United Kingdom,2015-12-11,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
870,United Kingdom,2015-12-15,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
871,United Kingdom,2015-12-16,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
872,United Kingdom,2015-12-17,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
873,United Kingdom,2015-12-22,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
874,United Kingdom,2015-12-23,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
875,United Kingdom,2015-12-29,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
876,United Kingdom,2015-01-13,0.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
877,United Kingdom,2015-01-12,0.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
878,United Kingdom,2015-01-09,0.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
879,United Kingdom,2015-01-08,0.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
880,Mali,2015-03-10,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
881,Mali,2015-03-06,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
882,Mali,2015-03-05,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
883,Mali,2015-03-04,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
884,Mali,2015-03-02,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
885,Mali,2015-02-27,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
886,Mali,2015-02-26,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
887,Mali,2015-02-25,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
888,Mali,2015-02-23,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
889,Mali,2015-02-20,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
890,Mali,2015-02-19,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
891,Mali,2015-02-18,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
892,Mali,2015-02-17,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
893,Mali,2015-02-16,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
894,Mali,2015-02-13,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
895,Mali,2015-02-12,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
896,Mali,2015-02-11,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
897,Mali,2015-02-10,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
898,Mali,2015-02-06,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
899,Mali,2015-02-05,8.0,2015,14.2918496299757,640.464389016159,751.472889186889,5
